tell	0,12,5.7434954913560395e-05,0.000673714759535655
tells	0,1,5.7434954913560395e-05,0.00010364842454394693
tempted	0,1,5.7434954913560395e-05,0.00010364842454394693
tenacity	0,1,5.7434954913560395e-05,0.00010364842454394693
tenderer	0,1,5.7434954913560395e-05,0.00010364842454394693
tendererlycopodium	0,1,5.7434954913560395e-05,0.00010364842454394693
teosrest	0,1,5.7434954913560395e-05,0.00010364842454394693
terence	0,1,5.7434954913560395e-05,0.00010364842454394693
term	5,1,0.00034460972948136237,0.00010364842454394693
terminate	0,1,5.7434954913560395e-05,0.00010364842454394693
terms	5,0,0.00034460972948136237,5.182421227197347e-05
terrific	0,1,5.7434954913560395e-05,0.00010364842454394693
terry	0,1,5.7434954913560395e-05,0.00010364842454394693
test	0,1,5.7434954913560395e-05,0.00010364842454394693
testimonials	0,2,5.7434954913560395e-05,0.0001554726368159204
texaco	6,0,0.00040204468439492273,5.182421227197347e-05
texas	1,0,0.00011486990982712079,5.182421227197347e-05
text	2,13,0.00017230486474068118,0.0007255389718076285
texts	2,0,0.00017230486474068118,5.182421227197347e-05
texture	0,1,5.7434954913560395e-05,0.00010364842454394693
textures	0,1,5.7434954913560395e-05,0.00010364842454394693
tgary	1,0,0.00011486990982712079,5.182421227197347e-05
th	9,0,0.0005743495491356039,5.182421227197347e-05
than	11,10,0.0006892194589627247,0.0005700663349917081
thank	4,2,0.00028717477456780195,0.0001554726368159204
thanking	1,2,0.00011486990982712079,0.0001554726368159204
thanks	33,0,0.0019527884670610533,5.182421227197347e-05
that	71,100,0.004135316753776349,0.00523424543946932
the	453,535,0.02607546953075642,0.027777777777777776
their	12,24,0.0007466544138762852,0.0012956053067993366
them	7,45,0.00045947963930848316,0.0023839137645107794
themselves	1,2,0.00011486990982712079,0.0001554726368159204
then	2,25,0.00017230486474068118,0.00134742951907131
theqgrefor	0,1,5.7434954913560395e-05,0.00010364842454394693
there	20,24,0.0012061340531847682,0.0012956053067993366
therefore	3,1,0.00022973981965424158,0.00010364842454394693
these	22,18,0.001321003963011889,0.000984660033167496
they	11,47,0.0006892194589627247,0.0024875621890547263
thickness	0,1,5.7434954913560395e-05,0.00010364842454394693
thimble	0,1,5.7434954913560395e-05,0.00010364842454394693
thing	3,7,0.00022973981965424158,0.00041459369817578774
things	2,5,0.00017230486474068118,0.0003109452736318408
think	4,7,0.00028717477456780195,0.00041459369817578774
third	1,2,0.00011486990982712079,0.0001554726368159204
thirty	0,2,5.7434954913560395e-05,0.0001554726368159204
this	99,90,0.0057434954913560396,0.004716003316749586
thorns	0,1,5.7434954913560395e-05,0.00010364842454394693
thoroughly	1,0,0.00011486990982712079,5.182421227197347e-05
those	4,9,0.00028717477456780195,0.0005182421227197347
though	3,1,0.00022973981965424158,0.00010364842454394693
thought	1,1,0.00011486990982712079,0.00010364842454394693
thoughts	0,1,5.7434954913560395e-05,0.00010364842454394693
thousainds	0,1,5.7434954913560395e-05,0.00010364842454394693
thousands	1,2,0.00011486990982712079,0.0001554726368159204
threats	2,0,0.00017230486474068118,5.182421227197347e-05
three	5,8,0.00034460972948136237,0.0004664179104477612
thrid	0,1,5.7434954913560395e-05,0.00010364842454394693
thronged	0,1,5.7434954913560395e-05,0.00010364842454394693
through	3,10,0.00022973981965424158,0.0005700663349917081
throughout	0,2,5.7434954913560395e-05,0.0001554726368159204
thu	10,0,0.0006317845040491643,5.182421227197347e-05
thunder	0,1,5.7434954913560395e-05,0.00010364842454394693
thuraisingham	6,0,0.00040204468439492273,5.182421227197347e-05
thursday	5,2,0.00034460972948136237,0.0001554726368159204
thus	1,0,0.00011486990982712079,5.182421227197347e-05
ticket	1,0,0.00011486990982712079,5.182421227197347e-05
tidbits	0,1,5.7434954913560395e-05,0.00010364842454394693
till	1,0,0.00011486990982712079,5.182421227197347e-05
tilts	0,1,5.7434954913560395e-05,0.00010364842454394693
time	13,18,0.0008040893687898455,0.000984660033167496
timekeeping	2,0,0.00017230486474068118,5.182421227197347e-05
timely	2,0,0.00017230486474068118,5.182421227197347e-05
times	2,2,0.00017230486474068118,0.0001554726368159204
timesheets	1,0,0.00011486990982712079,5.182421227197347e-05
timing	1,0,0.00011486990982712079,5.182421227197347e-05
timotheus	0,1,5.7434954913560395e-05,0.00010364842454394693
timshometownstories	0,2,5.7434954913560395e-05,0.0001554726368159204
tin	0,5,5.7434954913560395e-05,0.0003109452736318408
tinned	0,1,5.7434954913560395e-05,0.00010364842454394693
tips	0,4,5.7434954913560395e-05,0.00025912106135986734
tire	0,1,5.7434954913560395e-05,0.00010364842454394693
tired	0,2,5.7434954913560395e-05,0.0001554726368159204
tires	0,3,5.7434954913560395e-05,0.00020729684908789387
tithable	0,1,5.7434954913560395e-05,0.00010364842454394693
title	1,3,0.00011486990982712079,0.00020729684908789387
titles	0,3,5.7434954913560395e-05,0.00020729684908789387
tlapek	5,0,0.00034460972948136237,5.182421227197347e-05
to	350,420,0.020159669174659698,0.02181799336650083
tobacco	0,2,5.7434954913560395e-05,0.0001554726368159204
today	7,22,0.00045947963930848316,0.0011919568822553897
todd	1,0,0.00011486990982712079,5.182421227197347e-05
together	1,4,0.00011486990982712079,0.00025912106135986734
toilet	0,1,5.7434954913560395e-05,0.00010364842454394693
tokyo	1,0,0.00011486990982712079,5.182421227197347e-05
told	2,3,0.00017230486474068118,0.00020729684908789387
toll	0,2,5.7434954913560395e-05,0.0001554726368159204
tommy	1,0,0.00011486990982712079,5.182421227197347e-05
tomorrow	5,0,0.00034460972948136237,5.182421227197347e-05
tone	1,0,0.00011486990982712079,5.182421227197347e-05
tonne	0,1,5.7434954913560395e-05,0.00010364842454394693
too	2,9,0.00017230486474068118,0.0005182421227197347
took	1,2,0.00011486990982712079,0.0001554726368159204
tool	1,1,0.00011486990982712079,0.00010364842454394693
toolbar	0,7,5.7434954913560395e-05,0.00041459369817578774
top	2,4,0.00017230486474068118,0.00025912106135986734
topics	0,1,5.7434954913560395e-05,0.00010364842454394693
toronto	0,1,5.7434954913560395e-05,0.00010364842454394693
tortoises	0,1,5.7434954913560395e-05,0.00010364842454394693
total	2,3,0.00017230486474068118,0.00020729684908789387
touched	0,1,5.7434954913560395e-05,0.00010364842454394693
toward	0,1,5.7434954913560395e-05,0.00010364842454394693
towards	0,4,5.7434954913560395e-05,0.00025912106135986734
towel	0,1,5.7434954913560395e-05,0.00010364842454394693
towels	0,1,5.7434954913560395e-05,0.00010364842454394693
tower	0,2,5.7434954913560395e-05,0.0001554726368159204
town	1,2,0.00011486990982712079,0.0001554726368159204
toy	0,1,5.7434954913560395e-05,0.00010364842454394693
tr	0,1,5.7434954913560395e-05,0.00010364842454394693
track	0,3,5.7434954913560395e-05,0.00020729684908789387
tracked	1,0,0.00011486990982712079,5.182421227197347e-05
tracks	0,2,5.7434954913560395e-05,0.0001554726368159204
trade	3,14,0.00022973981965424158,0.000777363184079602
trader	4,0,0.00028717477456780195,5.182421227197347e-05
traders	1,0,0.00011486990982712079,5.182421227197347e-05
trading	26,0,0.0015507437826661305,5.182421227197347e-05
tradition	1,0,0.00011486990982712079,5.182421227197347e-05
traffic	0,7,5.7434954913560395e-05,0.00041459369817578774
trafficmultipliers	0,1,5.7434954913560395e-05,0.00010364842454394693
train	0,7,5.7434954913560395e-05,0.00041459369817578774
training	7,1,0.00045947963930848316,0.00010364842454394693
tramadol	0,2,5.7434954913560395e-05,0.0001554726368159204
trans	1,0,0.00011486990982712079,5.182421227197347e-05
transact	1,0,0.00011486990982712079,5.182421227197347e-05
transaction	1,1,0.00011486990982712079,0.00010364842454394693
transalta	1,0,0.00011486990982712079,5.182421227197347e-05
transcanada	2,0,0.00017230486474068118,5.182421227197347e-05
transco	2,0,0.00017230486474068118,5.182421227197347e-05
transfer	0,6,5.7434954913560395e-05,0.00036276948590381424
transferred	2,0,0.00017230486474068118,5.182421227197347e-05
transistion	5,0,0.00034460972948136237,5.182421227197347e-05
transition	4,0,0.00028717477456780195,5.182421227197347e-05
transmission	10,0,0.0006317845040491643,5.182421227197347e-05
transmissions	1,0,0.00011486990982712079,5.182421227197347e-05
transport	2,1,0.00017230486474068118,0.00010364842454394693
transportation	2,0,0.00017230486474068118,5.182421227197347e-05
transporting	1,0,0.00011486990982712079,5.182421227197347e-05
trash	0,1,5.7434954913560395e-05,0.00010364842454394693
travel	1,2,0.00011486990982712079,0.0001554726368159204
traveling	0,1,5.7434954913560395e-05,0.00010364842454394693
travis	1,0,0.00011486990982712079,5.182421227197347e-05
treasonous	0,1,5.7434954913560395e-05,0.00010364842454394693
treat	1,0,0.00011486990982712079,5.182421227197347e-05
treatment	0,1,5.7434954913560395e-05,0.00010364842454394693
treats	0,1,5.7434954913560395e-05,0.00010364842454394693
tree	1,1,0.00011486990982712079,0.00010364842454394693
trevino	2,0,0.00017230486474068118,5.182421227197347e-05
trial	0,3,5.7434954913560395e-05,0.00020729684908789387
trials	0,1,5.7434954913560395e-05,0.00010364842454394693
tricky	0,1,5.7434954913560395e-05,0.00010364842454394693
tried	4,1,0.00028717477456780195,0.00010364842454394693
trina	1,0,0.00011486990982712079,5.182421227197347e-05
trip	2,0,0.00017230486474068118,5.182421227197347e-05
triple	0,1,5.7434954913560395e-05,0.00010364842454394693
trips	0,1,5.7434954913560395e-05,0.00010364842454394693
trisha	1,0,0.00011486990982712079,5.182421227197347e-05
trista	2,0,0.00017230486474068118,5.182421227197347e-05
troubled	0,1,5.7434954913560395e-05,0.00010364842454394693
true	0,7,5.7434954913560395e-05,0.00041459369817578774
truly	0,1,5.7434954913560395e-05,0.00010364842454394693
trunk	0,2,5.7434954913560395e-05,0.0001554726368159204
trust	0,2,5.7434954913560395e-05,0.0001554726368159204
trusted	0,1,5.7434954913560395e-05,0.00010364842454394693
truth	0,2,5.7434954913560395e-05,0.0001554726368159204
try	2,6,0.00017230486474068118,0.00036276948590381424
trying	1,2,0.00011486990982712079,0.0001554726368159204
tuesday	4,0,0.00028717477456780195,5.182421227197347e-05
tuned	1,0,0.00011486990982712079,5.182421227197347e-05
tuneful	0,1,5.7434954913560395e-05,0.00010364842454394693
tungsten	0,1,5.7434954913560395e-05,0.00010364842454394693
tuning	1,0,0.00011486990982712079,5.182421227197347e-05
turk	0,3,5.7434954913560395e-05,0.00020729684908789387
turn	1,1,0.00011486990982712079,0.00010364842454394693
turned	0,1,5.7434954913560395e-05,0.00010364842454394693
turner	1,0,0.00011486990982712079,5.182421227197347e-05
twain	1,0,0.00011486990982712079,5.182421227197347e-05
twenty	1,2,0.00011486990982712079,0.0001554726368159204
twice	0,2,5.7434954913560395e-05,0.0001554726368159204
two	12,9,0.0007466544138762852,0.0005182421227197347
tx	1,1,0.00011486990982712079,0.00010364842454394693
txu	2,0,0.00017230486474068118,5.182421227197347e-05
txuelectric	1,0,0.00011486990982712079,5.182421227197347e-05
txuenergy	3,0,0.00022973981965424158,5.182421227197347e-05
tyone	0,1,5.7434954913560395e-05,0.00010364842454394693
type	0,10,5.7434954913560395e-05,0.0005700663349917081
u	0,3,5.7434954913560395e-05,0.00020729684908789387
uafn	0,1,5.7434954913560395e-05,0.00010364842454394693
ugh	0,1,5.7434954913560395e-05,0.00010364842454394693
uk	0,2,5.7434954913560395e-05,0.0001554726368159204
ult	0,1,5.7434954913560395e-05,0.00010364842454394693
unable	3,0,0.00022973981965424158,5.182421227197347e-05
unavoidable	1,0,0.00011486990982712079,5.182421227197347e-05
unbelievably	0,1,5.7434954913560395e-05,0.00010364842454394693
unblock	0,1,5.7434954913560395e-05,0.00010364842454394693
unblocking	0,4,5.7434954913560395e-05,0.00025912106135986734
unclear	1,0,0.00011486990982712079,5.182421227197347e-05
uncollected	1,0,0.00011486990982712079,5.182421227197347e-05
uncomfortable	0,1,5.7434954913560395e-05,0.00010364842454394693
under	11,8,0.0006892194589627247,0.0004664179104477612
undercollected	1,0,0.00011486990982712079,5.182421227197347e-05
undercollection	4,0,0.00028717477456780195,5.182421227197347e-05
underga	1,0,0.00011486990982712079,5.182421227197347e-05
underneath	0,1,5.7434954913560395e-05,0.00010364842454394693
understand	3,4,0.00022973981965424158,0.00025912106135986734
understanding	5,2,0.00034460972948136237,0.0001554726368159204
underwrite	0,1,5.7434954913560395e-05,0.00010364842454394693
undeveloped	0,1,5.7434954913560395e-05,0.00010364842454394693
unify	1,0,0.00011486990982712079,5.182421227197347e-05
union	1,0,0.00011486990982712079,5.182421227197347e-05
unique	1,1,0.00011486990982712079,0.00010364842454394693
unit	6,0,0.00040204468439492273,5.182421227197347e-05
united	1,2,0.00011486990982712079,0.0001554726368159204
units	4,0,0.00028717477456780195,5.182421227197347e-05
universal	0,1,5.7434954913560395e-05,0.00010364842454394693
university	1,0,0.00011486990982712079,5.182421227197347e-05
unknown	0,3,5.7434954913560395e-05,0.00020729684908789387
unless	3,1,0.00022973981965424158,0.00010364842454394693
unlike	0,1,5.7434954913560395e-05,0.00010364842454394693
unlimited	0,4,5.7434954913560395e-05,0.00025912106135986734
unmanly	0,1,5.7434954913560395e-05,0.00010364842454394693
unnecessarily	0,1,5.7434954913560395e-05,0.00010364842454394693
unocal	1,0,0.00011486990982712079,5.182421227197347e-05
unprofessional	0,1,5.7434954913560395e-05,0.00010364842454394693
unrealistic	2,0,0.00017230486474068118,5.182421227197347e-05
unsubscribe	0,12,5.7434954913560395e-05,0.000673714759535655
unsubscribed	0,1,5.7434954913560395e-05,0.00010364842454394693
until	10,4,0.0006317845040491643,0.00025912106135986734
untouchable	1,0,0.00011486990982712079,5.182421227197347e-05
up	20,19,0.0012061340531847682,0.0010364842454394694
upcoming	1,0,0.00011486990982712079,5.182421227197347e-05
update	10,1,0.0006317845040491643,0.00010364842454394693
upgradeable	0,3,5.7434954913560395e-05,0.00020729684908789387
upgraded	0,1,5.7434954913560395e-05,0.00010364842454394693
upgrades	0,2,5.7434954913560395e-05,0.0001554726368159204
upload	0,1,5.7434954913560395e-05,0.00010364842454394693
uploaded	0,1,5.7434954913560395e-05,0.00010364842454394693
upon	2,5,0.00017230486474068118,0.0003109452736318408
upping	0,1,5.7434954913560395e-05,0.00010364842454394693
upward	0,1,5.7434954913560395e-05,0.00010364842454394693
ur	0,1,5.7434954913560395e-05,0.00010364842454394693
uranium	0,1,5.7434954913560395e-05,0.00010364842454394693
urg	2,0,0.00017230486474068118,5.182421227197347e-05
urgency	0,1,5.7434954913560395e-05,0.00010364842454394693
urgent	2,4,0.00017230486474068118,0.00025912106135986734
url	0,3,5.7434954913560395e-05,0.00020729684908789387
us	9,33,0.0005743495491356039,0.0017620232172470978
usage	1,3,0.00011486990982712079,0.00020729684908789387
usb	0,1,5.7434954913560395e-05,0.00010364842454394693
use	4,37,0.00028717477456780195,0.001969320066334992
used	4,5,0.00028717477456780195,0.0003109452736318408
useful	1,3,0.00011486990982712079,0.00020729684908789387
user	5,2,0.00034460972948136237,0.0001554726368159204
users	6,0,0.00040204468439492273,5.182421227197347e-05
uses	0,1,5.7434954913560395e-05,0.00010364842454394693
using	2,10,0.00017230486474068118,0.0005700663349917081
utilities	14,0,0.0008615243237034059,5.182421227197347e-05
utility	6,0,0.00040204468439492273,5.182421227197347e-05
uuz	0,1,5.7434954913560395e-05,0.00010364842454394693
uvd	0,1,5.7434954913560395e-05,0.00010364842454394693
uz	0,1,5.7434954913560395e-05,0.00010364842454394693
v	3,4,0.00022973981965424158,0.00025912106135986734
vacation	1,1,0.00011486990982712079,0.00010364842454394693
val	0,2,5.7434954913560395e-05,0.0001554726368159204
valeria	1,0,0.00011486990982712079,5.182421227197347e-05
valid	0,4,5.7434954913560395e-05,0.00025912106135986734
validate	1,0,0.00011486990982712079,5.182421227197347e-05
valium	0,1,5.7434954913560395e-05,0.00010364842454394693
valley	0,2,5.7434954913560395e-05,0.0001554726368159204
valuable	1,5,0.00011486990982712079,0.0003109452736318408
valuables	0,2,5.7434954913560395e-05,0.0001554726368159204
value	3,6,0.00022973981965424158,0.00036276948590381424
valued	1,0,0.00011486990982712079,5.182421227197347e-05
van	2,0,0.00017230486474068118,5.182421227197347e-05
vanadium	0,1,5.7434954913560395e-05,0.00010364842454394693
vance	1,0,0.00011486990982712079,5.182421227197347e-05
var	1,0,0.00011486990982712079,5.182421227197347e-05
variety	0,1,5.7434954913560395e-05,0.00010364842454394693
vary	0,1,5.7434954913560395e-05,0.00010364842454394693
vasant	5,0,0.00034460972948136237,5.182421227197347e-05
vastar	8,0,0.0005169145942220436,5.182421227197347e-05
vaughn	3,0,0.00022973981965424158,5.182421227197347e-05
vault	0,1,5.7434954913560395e-05,0.00010364842454394693
ve	9,7,0.0005743495491356039,0.00041459369817578774
vein	0,1,5.7434954913560395e-05,0.00010364842454394693
vendor	2,0,0.00017230486474068118,5.182421227197347e-05
vendors	1,0,0.00011486990982712079,5.182421227197347e-05
verbry	0,1,5.7434954913560395e-05,0.00010364842454394693
verify	0,1,5.7434954913560395e-05,0.00010364842454394693
version	6,2,0.00040204468439492273,0.0001554726368159204
versus	1,1,0.00011486990982712079,0.00010364842454394693
very	8,15,0.0005169145942220436,0.0008291873963515755
verypowerful	0,1,5.7434954913560395e-05,0.00010364842454394693
vi	0,1,5.7434954913560395e-05,0.00010364842454394693
via	6,2,0.00040204468439492273,0.0001554726368159204
viag	0,1,5.7434954913560395e-05,0.00010364842454394693
viagra	0,4,5.7434954913560395e-05,0.00025912106135986734
vic	0,1,5.7434954913560395e-05,0.00010364842454394693
vice	6,0,0.00040204468439492273,5.182421227197347e-05
vicodin	0,1,5.7434954913560395e-05,0.00010364842454394693
vicqodin	0,1,5.7434954913560395e-05,0.00010364842454394693
view	5,5,0.00034460972948136237,0.0003109452736318408
viewer	0,1,5.7434954913560395e-05,0.00010364842454394693
villarreal	1,0,0.00011486990982712079,5.182421227197347e-05
vince	15,0,0.0009189592786169663,5.182421227197347e-05
vincent	5,0,0.00034460972948136237,5.182421227197347e-05
vintage	2,0,0.00017230486474068118,5.182421227197347e-05
virtues	0,1,5.7434954913560395e-05,0.00010364842454394693
vision	0,1,5.7434954913560395e-05,0.00010364842454394693
visit	4,18,0.00028717477456780195,0.000984660033167496
visited	0,1,5.7434954913560395e-05,0.00010364842454394693
visitor	0,2,5.7434954913560395e-05,0.0001554726368159204
visitors	0,1,5.7434954913560395e-05,0.00010364842454394693
visits	0,1,5.7434954913560395e-05,0.00010364842454394693
visual	0,1,5.7434954913560395e-05,0.00010364842454394693
visually	0,1,5.7434954913560395e-05,0.00010364842454394693
voice	3,1,0.00022973981965424158,0.00010364842454394693
voices	0,1,5.7434954913560395e-05,0.00010364842454394693
volatility	4,0,0.00028717477456780195,5.182421227197347e-05
volume	9,0,0.0005743495491356039,5.182421227197347e-05
volumes	1,0,0.00011486990982712079,5.182421227197347e-05
voluntary	1,0,0.00011486990982712079,5.182421227197347e-05
vote	0,7,5.7434954913560395e-05,0.00041459369817578774
voted	0,1,5.7434954913560395e-05,0.00010364842454394693
voting	0,1,5.7434954913560395e-05,0.00010364842454394693
vp	1,0,0.00011486990982712079,5.182421227197347e-05
vs	1,0,0.00011486990982712079,5.182421227197347e-05
w	6,4,0.00040204468439492273,0.00025912106135986734
wa	0,2,5.7434954913560395e-05,0.0001554726368159204
wacked	1,0,0.00011486990982712079,5.182421227197347e-05
waggons	0,1,5.7434954913560395e-05,0.00010364842454394693
wait	1,1,0.00011486990982712079,0.00010364842454394693
walked	0,1,5.7434954913560395e-05,0.00010364842454394693
wall	0,1,5.7434954913560395e-05,0.00010364842454394693
wallis	1,0,0.00011486990982712079,5.182421227197347e-05
wallow	0,1,5.7434954913560395e-05,0.00010364842454394693
walpole	0,1,5.7434954913560395e-05,0.00010364842454394693
walsh	2,0,0.00017230486474068118,5.182421227197347e-05
walton	2,0,0.00017230486474068118,5.182421227197347e-05
want	3,27,0.00022973981965424158,0.001451077943615257
wanted	3,1,0.00022973981965424158,0.00010364842454394693
wanting	0,3,5.7434954913560395e-05,0.00020729684908789387
wants	1,1,0.00011486990982712079,0.00010364842454394693
war	0,2,5.7434954913560395e-05,0.0001554726368159204
ward	0,1,5.7434954913560395e-05,0.00010364842454394693
wardsgiftshop	0,1,5.7434954913560395e-05,0.00010364842454394693
warrant	1,0,0.00011486990982712079,5.182421227197347e-05
warrants	2,0,0.00017230486474068118,5.182421227197347e-05
warranty	0,1,5.7434954913560395e-05,0.00010364842454394693
was	19,40,0.0011486990982712078,0.002124792703150912
wash	0,1,5.7434954913560395e-05,0.00010364842454394693
washing	0,4,5.7434954913560395e-05,0.00025912106135986734
washington	1,0,0.00011486990982712079,5.182421227197347e-05
waste	0,1,5.7434954913560395e-05,0.00010364842454394693
watched	1,0,0.00011486990982712079,5.182421227197347e-05
watchfully	0,1,5.7434954913560395e-05,0.00010364842454394693
water	0,2,5.7434954913560395e-05,0.0001554726368159204
watson	1,0,0.00011486990982712079,5.182421227197347e-05
way	3,6,0.00022973981965424158,0.00036276948590381424
ways	0,8,5.7434954913560395e-05,0.0004664179104477612
wbom	1,0,0.00011486990982712079,5.182421227197347e-05
we	66,67,0.0038481419792085465,0.0035240464344941957
weakness	2,2,0.00017230486474068118,0.0001554726368159204
wealth	0,1,5.7434954913560395e-05,0.00010364842454394693
weather	1,0,0.00011486990982712079,5.182421227197347e-05
web	1,14,0.00011486990982712079,0.000777363184079602
webmaster	0,1,5.7434954913560395e-05,0.00010364842454394693
webpage	0,4,5.7434954913560395e-05,0.00025912106135986734
website	0,24,5.7434954913560395e-05,0.0012956053067993366
websites	0,2,5.7434954913560395e-05,0.0001554726368159204
wedeliverparties	0,1,5.7434954913560395e-05,0.00010364842454394693
wednesday	5,0,0.00034460972948136237,5.182421227197347e-05
weed	1,0,0.00011486990982712079,5.182421227197347e-05
week	13,16,0.0008040893687898455,0.0008810116086235489
weekend	3,0,0.00022973981965424158,5.182421227197347e-05
weekly	0,1,5.7434954913560395e-05,0.00010364842454394693
weeks	6,0,0.00040204468439492273,5.182421227197347e-05
weep	0,1,5.7434954913560395e-05,0.00010364842454394693
weight	0,2,5.7434954913560395e-05,0.0001554726368159204
weightwheezy	0,1,5.7434954913560395e-05,0.00010364842454394693
weissman	5,0,0.00034460972948136237,5.182421227197347e-05
welch	1,0,0.00011486990982712079,5.182421227197347e-05
welcome	2,0,0.00017230486474068118,5.182421227197347e-05
well	9,7,0.0005743495491356039,0.00041459369817578774
went	1,2,0.00011486990982712079,0.0001554726368159204
were	6,19,0.00040204468439492273,0.0010364842454394694
west	2,3,0.00017230486474068118,0.00020729684908789387
western	3,3,0.00022973981965424158,0.00020729684908789387
westerngas	1,0,0.00011486990982712079,5.182421227197347e-05
westward	0,1,5.7434954913560395e-05,0.00010364842454394693
wfxu	0,1,5.7434954913560395e-05,0.00010364842454394693
whalley	3,0,0.00022973981965424158,5.182421227197347e-05
what	18,37,0.0010912641433576474,0.001969320066334992
whats	0,1,5.7434954913560395e-05,0.00010364842454394693
whatsoever	0,2,5.7434954913560395e-05,0.0001554726368159204
whelan	1,0,0.00011486990982712079,5.182421227197347e-05
when	10,19,0.0006317845040491643,0.0010364842454394694
where	3,4,0.00022973981965424158,0.00025912106135986734
whereby	2,0,0.00017230486474068118,5.182421227197347e-05
whether	1,2,0.00011486990982712079,0.0001554726368159204
which	15,20,0.0009189592786169663,0.0010883084577114428
while	4,6,0.00028717477456780195,0.00036276948590381424
whiskey	0,1,5.7434954913560395e-05,0.00010364842454394693
who	7,14,0.00045947963930848316,0.000777363184079602
whole	0,2,5.7434954913560395e-05,0.0001554726368159204
wholesale	12,1,0.0007466544138762852,0.00010364842454394693
whooping	0,1,5.7434954913560395e-05,0.00010364842454394693
whose	1,1,0.00011486990982712079,0.00010364842454394693
why	0,10,5.7434954913560395e-05,0.0005700663349917081
wide	0,1,5.7434954913560395e-05,0.00010364842454394693
widow	0,2,5.7434954913560395e-05,0.0001554726368159204
wife	0,3,5.7434954913560395e-05,0.00020729684908789387
wijsman	1,0,0.00011486990982712079,5.182421227197347e-05
will	113,69,0.006547584860145885,0.0036276948590381426
william	1,0,0.00011486990982712079,5.182421227197347e-05
williams	7,0,0.00045947963930848316,5.182421227197347e-05
willie	1,0,0.00011486990982712079,5.182421227197347e-05
willing	0,1,5.7434954913560395e-05,0.00010364842454394693
wilson	2,0,0.00017230486474068118,5.182421227197347e-05
win	0,8,5.7434954913560395e-05,0.0004664179104477612
wind	1,0,0.00011486990982712079,5.182421227197347e-05
window	0,1,5.7434954913560395e-05,0.00010364842454394693
windows	0,12,5.7434954913560395e-05,0.000673714759535655
windowsentities	0,1,5.7434954913560395e-05,0.00010364842454394693
windred	0,1,5.7434954913560395e-05,0.00010364842454394693
wing	1,0,0.00011486990982712079,5.182421227197347e-05
winner	0,3,5.7434954913560395e-05,0.00020729684908789387
winners	0,1,5.7434954913560395e-05,0.00010364842454394693
wisely	0,2,5.7434954913560395e-05,0.0001554726368159204
wisew	1,0,0.00011486990982712079,5.182421227197347e-05
wish	0,5,5.7434954913560395e-05,0.0003109452736318408
wishes	1,0,0.00011486990982712079,5.182421227197347e-05
wishing	1,0,0.00011486990982712079,5.182421227197347e-05
with	72,76,0.004192751708689909,0.003990464344941957
